stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\user\Desktop\CSI2P-Final-Project-Template\Final2024\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.22591] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.22593] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.22594] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.22595] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.22596] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.22647] added dtor for bitmap 00000000187e3f90, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.22665] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.22667] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.22668] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.22669] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.22670] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.22671] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.22673] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.22674] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.22675] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.22676] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.22678] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.22680] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.22681] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.22732] added dtor for bitmap 00000000187e4800, func 00007ffbc6b11bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.22753] opening ./assets/gif/lifesteal.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.24357] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.24369] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.24370] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.24371] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.24372] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.24374] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.24375] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.24376] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.24377] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.24378] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.24379] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.24381] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.24382] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.24481] added dtor for bitmap 00000000187e5070, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25106] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25118] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25119] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25120] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25121] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25121] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25122] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25123] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25124] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.25125] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.25126] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.25127] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.25128] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.25194] added dtor for bitmap 00000000187e5220, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25727] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25733] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25735] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25736] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25738] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25739] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25740] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25742] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.25743] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.25745] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.25746] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.25747] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.25749] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.25778] added dtor for bitmap 0000000022663d10, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26136] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26141] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26142] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26143] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26144] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26144] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26145] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26146] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26147] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.26147] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.26148] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.26149] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.26150] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.26186] added dtor for bitmap 0000000022665b70, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26543] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26547] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26548] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26549] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26550] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26551] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26551] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26552] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26553] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.26554] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.26555] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.26556] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.26557] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.26593] added dtor for bitmap 0000000022665ed0, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26982] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26989] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26990] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26991] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26992] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26993] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26994] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26995] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26996] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.26996] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.26997] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.26998] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.26999] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.27030] added dtor for bitmap 0000000022663650, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27358] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27361] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27362] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27363] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27364] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27365] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27365] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27366] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27367] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.27368] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.27369] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.27370] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.27371] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.27394] added dtor for bitmap 0000000022663b60, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27728] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27733] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27733] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27734] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27735] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27736] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27736] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27737] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27738] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.27739] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.27740] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.27741] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.27742] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.27762] added dtor for bitmap 0000000022664a90, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.28094] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.28097] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.28098] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.28098] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.28100] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.28101] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.28101] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.28102] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.28103] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.28104] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.28105] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.28105] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.28106] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.28127] added dtor for bitmap 0000000022665150, func 00007ffbc6b11bea
